source,dataset,origin_country,destination_country,year,period,reason,sub_reason,measure_type,value,analysis_question
eurostat,eurostat_first_permits,Cameroon,Serbia,2016,pre_covid,education,not_applicable,permit,0.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Belgium,2017,pre_covid,education,not_applicable,permit,788.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Bulgaria,2017,pre_covid,education,not_applicable,permit,3.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Czechia,2017,pre_covid,education,not_applicable,permit,10.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Denmark,2017,pre_covid,education,not_applicable,permit,24.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Germany,2017,pre_covid,education,not_applicable,permit,614.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Estonia,2017,pre_covid,education,not_applicable,permit,31.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Ireland,2017,pre_covid,education,not_applicable,permit,11.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Greece,2017,pre_covid,education,not_applicable,permit,3.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Spain,2017,pre_covid,education,not_applicable,permit,42.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,France,2017,pre_covid,education,not_applicable,permit,1379.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Croatia,2017,pre_covid,education,not_applicable,permit,1.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Italy,2017,pre_covid,education,not_applicable,permit,233.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Cyprus,2017,pre_covid,education,not_applicable,permit,28.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Latvia,2017,pre_covid,education,not_applicable,permit,1.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Lithuania,2017,pre_covid,education,not_applicable,permit,15.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Luxembourg,2017,pre_covid,education,not_applicable,permit,6.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Hungary,2017,pre_covid,education,not_applicable,permit,87.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Malta,2017,pre_covid,education,not_applicable,permit,8.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Netherlands,2017,pre_covid,education,not_applicable,permit,29.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Austria,2017,pre_covid,education,not_applicable,permit,0.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Poland,2017,pre_covid,education,not_applicable,permit,28.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Portugal,2017,pre_covid,education,not_applicable,permit,3.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Romania,2017,pre_covid,education,not_applicable,permit,27.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Slovenia,2017,pre_covid,education,not_applicable,permit,0.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Slovakia,2017,pre_covid,education,not_applicable,permit,1.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Finland,2017,pre_covid,education,not_applicable,permit,30.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Sweden,2017,pre_covid,education,not_applicable,permit,37.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Iceland,2017,pre_covid,education,not_applicable,permit,1.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Liechtenstein,2017,pre_covid,education,not_applicable,permit,1.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Norway,2017,pre_covid,education,not_applicable,permit,42.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Switzerland,2017,pre_covid,education,not_applicable,permit,30.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,United Kingdom,2017,pre_covid,education,not_applicable,permit,145.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Serbia,2017,pre_covid,education,not_applicable,permit,0.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Belgium,2018,pre_covid,education,not_applicable,permit,756.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Bulgaria,2018,pre_covid,education,not_applicable,permit,0.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Czechia,2018,pre_covid,education,not_applicable,permit,9.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Denmark,2018,pre_covid,education,not_applicable,permit,22.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Germany,2018,pre_covid,education,not_applicable,permit,1040.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Estonia,2018,pre_covid,education,not_applicable,permit,23.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Ireland,2018,pre_covid,education,not_applicable,permit,9.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Greece,2018,pre_covid,education,not_applicable,permit,1.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Spain,2018,pre_covid,education,not_applicable,permit,60.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,France,2018,pre_covid,education,not_applicable,permit,1767.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Croatia,2018,pre_covid,education,not_applicable,permit,0.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Italy,2018,pre_covid,education,not_applicable,permit,327.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Cyprus,2018,pre_covid,education,not_applicable,permit,36.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Latvia,2018,pre_covid,education,not_applicable,permit,5.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Lithuania,2018,pre_covid,education,not_applicable,permit,23.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Luxembourg,2018,pre_covid,education,not_applicable,permit,13.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Hungary,2018,pre_covid,education,not_applicable,permit,35.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Malta,2018,pre_covid,education,not_applicable,permit,27.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Netherlands,2018,pre_covid,education,not_applicable,permit,34.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Austria,2018,pre_covid,education,not_applicable,permit,1.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Poland,2018,pre_covid,education,not_applicable,permit,37.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Portugal,2018,pre_covid,education,not_applicable,permit,10.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Romania,2018,pre_covid,education,not_applicable,permit,60.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Slovenia,2018,pre_covid,education,not_applicable,permit,0.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Slovakia,2018,pre_covid,education,not_applicable,permit,2.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Finland,2018,pre_covid,education,not_applicable,permit,16.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Sweden,2018,pre_covid,education,not_applicable,permit,73.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Iceland,2018,pre_covid,education,not_applicable,permit,0.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Liechtenstein,2018,pre_covid,education,not_applicable,permit,1.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Norway,2018,pre_covid,education,not_applicable,permit,33.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Switzerland,2018,pre_covid,education,not_applicable,permit,30.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,United Kingdom,2018,pre_covid,education,not_applicable,permit,124.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Serbia,2018,pre_covid,education,not_applicable,permit,0.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Belgium,2019,pre_covid,education,not_applicable,permit,775.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Bulgaria,2019,pre_covid,education,not_applicable,permit,0.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Czechia,2019,pre_covid,education,not_applicable,permit,12.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Denmark,2019,pre_covid,education,not_applicable,permit,15.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Germany,2019,pre_covid,education,not_applicable,permit,1692.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Estonia,2019,pre_covid,education,not_applicable,permit,43.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Ireland,2019,pre_covid,education,not_applicable,permit,12.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Greece,2019,pre_covid,education,not_applicable,permit,8.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Spain,2019,pre_covid,education,not_applicable,permit,90.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,France,2019,pre_covid,education,not_applicable,permit,2048.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Croatia,2019,pre_covid,education,not_applicable,permit,1.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Italy,2019,pre_covid,education,not_applicable,permit,197.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Cyprus,2019,pre_covid,education,not_applicable,permit,31.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Latvia,2019,pre_covid,education,not_applicable,permit,20.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Lithuania,2019,pre_covid,education,not_applicable,permit,69.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Luxembourg,2019,pre_covid,education,not_applicable,permit,14.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Hungary,2019,pre_covid,education,not_applicable,permit,25.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Malta,2019,pre_covid,education,not_applicable,permit,5.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Netherlands,2019,pre_covid,education,not_applicable,permit,36.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Austria,2019,pre_covid,education,not_applicable,permit,3.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Poland,2019,pre_covid,education,not_applicable,permit,34.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Portugal,2019,pre_covid,education,not_applicable,permit,11.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Romania,2019,pre_covid,education,not_applicable,permit,59.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Slovenia,2019,pre_covid,education,not_applicable,permit,0.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Slovakia,2019,pre_covid,education,not_applicable,permit,1.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Finland,2019,pre_covid,education,not_applicable,permit,9.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Sweden,2019,pre_covid,education,not_applicable,permit,112.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Iceland,2019,pre_covid,education,not_applicable,permit,1.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Liechtenstein,2019,pre_covid,education,not_applicable,permit,0.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Norway,2019,pre_covid,education,not_applicable,permit,37.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Switzerland,2019,pre_covid,education,not_applicable,permit,24.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,United Kingdom,2019,pre_covid,education,not_applicable,permit,0.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Serbia,2019,pre_covid,education,not_applicable,permit,0.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Belgium,2020,covid,education,not_applicable,permit,665.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Bulgaria,2020,covid,education,not_applicable,permit,0.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Czechia,2020,covid,education,not_applicable,permit,14.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Denmark,2020,covid,education,not_applicable,permit,16.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Germany,2020,covid,education,not_applicable,permit,1317.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Estonia,2020,covid,education,not_applicable,permit,8.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Ireland,2020,covid,education,not_applicable,permit,6.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Greece,2020,covid,education,not_applicable,permit,3.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Spain,2020,covid,education,not_applicable,permit,104.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,France,2020,covid,education,not_applicable,permit,2062.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Croatia,2020,covid,education,not_applicable,permit,0.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Italy,2020,covid,education,not_applicable,permit,58.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Cyprus,2020,covid,education,not_applicable,permit,22.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Latvia,2020,covid,education,not_applicable,permit,55.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Lithuania,2020,covid,education,not_applicable,permit,52.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Luxembourg,2020,covid,education,not_applicable,permit,7.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Hungary,2020,covid,education,not_applicable,permit,9.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Malta,2020,covid,education,not_applicable,permit,3.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Netherlands,2020,covid,education,not_applicable,permit,41.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Austria,2020,covid,education,not_applicable,permit,2.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Poland,2020,covid,education,not_applicable,permit,47.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Portugal,2020,covid,education,not_applicable,permit,10.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Romania,2020,covid,education,not_applicable,permit,49.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Slovenia,2020,covid,education,not_applicable,permit,0.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Slovakia,2020,covid,education,not_applicable,permit,0.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Finland,2020,covid,education,not_applicable,permit,41.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Sweden,2020,covid,education,not_applicable,permit,110.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Iceland,2020,covid,education,not_applicable,permit,2.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Liechtenstein,2020,covid,education,not_applicable,permit,0.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Norway,2020,covid,education,not_applicable,permit,16.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Switzerland,2020,covid,education,not_applicable,permit,33.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,United Kingdom,2020,covid,education,not_applicable,permit,0.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Serbia,2020,covid,education,not_applicable,permit,0.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Belgium,2021,covid,education,not_applicable,permit,1441.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Bulgaria,2021,covid,education,not_applicable,permit,1.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Czechia,2021,covid,education,not_applicable,permit,23.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Denmark,2021,covid,education,not_applicable,permit,24.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Germany,2021,covid,education,not_applicable,permit,1292.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Estonia,2021,covid,education,not_applicable,permit,14.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Ireland,2021,covid,education,not_applicable,permit,11.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Greece,2021,covid,education,not_applicable,permit,1.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Spain,2021,covid,education,not_applicable,permit,103.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,France,2021,covid,education,not_applicable,permit,2978.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Croatia,2021,covid,education,not_applicable,permit,0.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Italy,2021,covid,education,not_applicable,permit,134.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Cyprus,2021,covid,education,not_applicable,permit,29.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Latvia,2021,covid,education,not_applicable,permit,142.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Lithuania,2021,covid,education,not_applicable,permit,70.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Luxembourg,2021,covid,education,not_applicable,permit,35.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Hungary,2021,covid,education,not_applicable,permit,15.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Malta,2021,covid,education,not_applicable,permit,0.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Netherlands,2021,covid,education,not_applicable,permit,41.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Austria,2021,covid,education,not_applicable,permit,4.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Poland,2021,covid,education,not_applicable,permit,57.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Portugal,2021,covid,education,not_applicable,permit,15.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Romania,2021,covid,education,not_applicable,permit,44.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Slovenia,2021,covid,education,not_applicable,permit,0.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Slovakia,2021,covid,education,not_applicable,permit,0.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Finland,2021,covid,education,not_applicable,permit,49.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Sweden,2021,covid,education,not_applicable,permit,61.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Iceland,2021,covid,education,not_applicable,permit,0.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Liechtenstein,2021,covid,education,not_applicable,permit,0.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Norway,2021,covid,education,not_applicable,permit,15.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Switzerland,2021,covid,education,not_applicable,permit,32.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,United Kingdom,2021,covid,education,not_applicable,permit,0.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Serbia,2021,covid,education,not_applicable,permit,0.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Belgium,2022,post_covid,education,not_applicable,permit,921.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Bulgaria,2022,post_covid,education,not_applicable,permit,1.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Czechia,2022,post_covid,education,not_applicable,permit,19.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Denmark,2022,post_covid,education,not_applicable,permit,24.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Germany,2022,post_covid,education,not_applicable,permit,1348.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Estonia,2022,post_covid,education,not_applicable,permit,7.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Ireland,2022,post_covid,education,not_applicable,permit,19.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Greece,2022,post_covid,education,not_applicable,permit,0.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Spain,2022,post_covid,education,not_applicable,permit,102.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,France,2022,post_covid,education,not_applicable,permit,3656.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Croatia,2022,post_covid,education,not_applicable,permit,0.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Italy,2022,post_covid,education,not_applicable,permit,220.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Cyprus,2022,post_covid,education,not_applicable,permit,13.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Latvia,2022,post_covid,education,not_applicable,permit,141.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Lithuania,2022,post_covid,education,not_applicable,permit,83.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Luxembourg,2022,post_covid,education,not_applicable,permit,60.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Hungary,2022,post_covid,education,not_applicable,permit,21.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Malta,2022,post_covid,education,not_applicable,permit,6.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Netherlands,2022,post_covid,education,not_applicable,permit,39.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Austria,2022,post_covid,education,not_applicable,permit,5.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Poland,2022,post_covid,education,not_applicable,permit,45.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Portugal,2022,post_covid,education,not_applicable,permit,5.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Romania,2022,post_covid,education,not_applicable,permit,44.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Slovenia,2022,post_covid,education,not_applicable,permit,1.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Slovakia,2022,post_covid,education,not_applicable,permit,0.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Finland,2022,post_covid,education,not_applicable,permit,95.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Sweden,2022,post_covid,education,not_applicable,permit,31.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Iceland,2022,post_covid,education,not_applicable,permit,1.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Liechtenstein,2022,post_covid,education,not_applicable,permit,0.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Norway,2022,post_covid,education,not_applicable,permit,10.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Switzerland,2022,post_covid,education,not_applicable,permit,49.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,United Kingdom,2022,post_covid,education,not_applicable,permit,0.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Serbia,2022,post_covid,education,not_applicable,permit,0.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Belgium,2023,post_covid,education,not_applicable,permit,883.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Bulgaria,2023,post_covid,education,not_applicable,permit,1.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Czechia,2023,post_covid,education,not_applicable,permit,17.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Denmark,2023,post_covid,education,not_applicable,permit,29.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Germany,2023,post_covid,education,not_applicable,permit,1670.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Estonia,2023,post_covid,education,not_applicable,permit,4.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Ireland,2023,post_covid,education,not_applicable,permit,15.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Greece,2023,post_covid,education,not_applicable,permit,1.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Spain,2023,post_covid,education,not_applicable,permit,118.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,France,2023,post_covid,education,not_applicable,permit,4490.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Croatia,2023,post_covid,education,not_applicable,permit,0.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Italy,2023,post_covid,education,not_applicable,permit,420.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Cyprus,2023,post_covid,education,not_applicable,permit,2.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Latvia,2023,post_covid,education,not_applicable,permit,71.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Lithuania,2023,post_covid,education,not_applicable,permit,158.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Luxembourg,2023,post_covid,education,not_applicable,permit,62.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Hungary,2023,post_covid,education,not_applicable,permit,25.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Malta,2023,post_covid,education,not_applicable,permit,68.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Netherlands,2023,post_covid,education,not_applicable,permit,40.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Austria,2023,post_covid,education,not_applicable,permit,12.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Poland,2023,post_covid,education,not_applicable,permit,29.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Portugal,2023,post_covid,education,not_applicable,permit,13.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Romania,2023,post_covid,education,not_applicable,permit,24.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Slovenia,2023,post_covid,education,not_applicable,permit,1.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Slovakia,2023,post_covid,education,not_applicable,permit,0.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Finland,2023,post_covid,education,not_applicable,permit,166.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Sweden,2023,post_covid,education,not_applicable,permit,22.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Iceland,2023,post_covid,education,not_applicable,permit,3.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Liechtenstein,2023,post_covid,education,not_applicable,permit,0.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Norway,2023,post_covid,education,not_applicable,permit,8.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Switzerland,2023,post_covid,education,not_applicable,permit,48.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,United Kingdom,2023,post_covid,education,not_applicable,permit,0.0,Q2_entry_reasons
eurostat,eurostat_first_permits,Cameroon,Serbia,2023,post_covid,education,not_applicable,permit,0.0,Q2_entry_reasons
