destination_country,1990,2024,absolute_change_1990_2024
France,26305.0,127995.0,101690.0
Nigeria,10242.0,56288.0,46046.0
Canada,238.0,43662.0,43424.0
Gabon,15661.0,54949.0,39288.0
Belgium,842.0,30634.0,29792.0
Italy,747.0,16244.0,15497.0
Chad,30992.0,40472.0,9480.0
Congo,3464.0,11167.0,7703.0
South Africa,12.0,4916.0,4904.0
Cyprus,14.0,2001.0,1987.0
