destination_country,origin_country,year,value,source,dataset,measure_type,period,analysis_question,reason,sub_reason
Sweden,Cameroon,2022,31,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Iceland,Cameroon,2022,1,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Liechtenstein,Cameroon,2022,0,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Norway,Cameroon,2022,10,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Switzerland,Cameroon,2022,49,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
United Kingdom,Cameroon,2022,0,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Serbia,Cameroon,2022,0,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Belgium,Cameroon,2023,883,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Bulgaria,Cameroon,2023,1,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Czechia,Cameroon,2023,17,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Denmark,Cameroon,2023,29,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Germany,Cameroon,2023,1670,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Estonia,Cameroon,2023,4,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Ireland,Cameroon,2023,15,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Greece,Cameroon,2023,1,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Spain,Cameroon,2023,118,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
France,Cameroon,2023,4490,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Croatia,Cameroon,2023,0,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Italy,Cameroon,2023,420,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Cyprus,Cameroon,2023,2,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Latvia,Cameroon,2023,71,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Lithuania,Cameroon,2023,158,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Luxembourg,Cameroon,2023,62,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Hungary,Cameroon,2023,25,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Malta,Cameroon,2023,68,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Netherlands,Cameroon,2023,40,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Austria,Cameroon,2023,12,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Poland,Cameroon,2023,29,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Portugal,Cameroon,2023,13,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Romania,Cameroon,2023,24,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Slovenia,Cameroon,2023,1,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Slovakia,Cameroon,2023,0,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Finland,Cameroon,2023,166,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Sweden,Cameroon,2023,22,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Iceland,Cameroon,2023,3,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Liechtenstein,Cameroon,2023,0,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Norway,Cameroon,2023,8,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Switzerland,Cameroon,2023,48,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
United Kingdom,Cameroon,2023,0,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Serbia,Cameroon,2023,0,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Belgium,Cameroon,2024,914,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Bulgaria,Cameroon,2024,1,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Czechia,Cameroon,2024,8,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Denmark,Cameroon,2024,47,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Germany,Cameroon,2024,1788,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Estonia,Cameroon,2024,2,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Ireland,Cameroon,2024,10,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Greece,Cameroon,2024,0,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Spain,Cameroon,2024,103,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
France,Cameroon,2024,5190,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Croatia,Cameroon,2024,1,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Italy,Cameroon,2024,402,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Cyprus,Cameroon,2024,3,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Latvia,Cameroon,2024,21,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Lithuania,Cameroon,2024,203,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Luxembourg,Cameroon,2024,83,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Hungary,Cameroon,2024,46,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Malta,Cameroon,2024,69,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Netherlands,Cameroon,2024,35,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Austria,Cameroon,2024,7,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Poland,Cameroon,2024,15,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Portugal,Cameroon,2024,12,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Romania,Cameroon,2024,19,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Slovenia,Cameroon,2024,4,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Slovakia,Cameroon,2024,1,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Finland,Cameroon,2024,70,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Sweden,Cameroon,2024,30,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Iceland,Cameroon,2024,4,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Liechtenstein,Cameroon,2024,2,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Norway,Cameroon,2024,4,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Switzerland,Cameroon,2024,75,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
United Kingdom,Cameroon,2024,0,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Serbia,Cameroon,2024,1,eurostat,eurostat_first_permits,permit,post_covid,Q2_entry_reasons,education,not_applicable
Belgium,Cameroon,2015,48,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Bulgaria,Cameroon,2015,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Czechia,Cameroon,2015,3,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Denmark,Cameroon,2015,39,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Germany,Cameroon,2015,69,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Estonia,Cameroon,2015,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Ireland,Cameroon,2015,1,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Greece,Cameroon,2015,1,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Spain,Cameroon,2015,71,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
France,Cameroon,2015,189,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Croatia,Cameroon,2015,4,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Italy,Cameroon,2015,19,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Cyprus,Cameroon,2015,1,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Latvia,Cameroon,2015,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Lithuania,Cameroon,2015,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Luxembourg,Cameroon,2015,5,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Hungary,Cameroon,2015,10,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Malta,Cameroon,2015,2,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Netherlands,Cameroon,2015,6,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Austria,Cameroon,2015,4,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Poland,Cameroon,2015,15,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Portugal,Cameroon,2015,7,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Romania,Cameroon,2015,7,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Slovenia,Cameroon,2015,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Slovakia,Cameroon,2015,2,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Finland,Cameroon,2015,11,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Sweden,Cameroon,2015,11,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Iceland,Cameroon,2015,1,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Liechtenstein,Cameroon,2015,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Norway,Cameroon,2015,5,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Switzerland,Cameroon,2015,16,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
United Kingdom,Cameroon,2015,26,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Serbia,Cameroon,2015,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Belgium,Cameroon,2016,52,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Bulgaria,Cameroon,2016,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Czechia,Cameroon,2016,3,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Denmark,Cameroon,2016,40,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Germany,Cameroon,2016,99,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Estonia,Cameroon,2016,2,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Ireland,Cameroon,2016,3,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Greece,Cameroon,2016,5,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Spain,Cameroon,2016,71,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
France,Cameroon,2016,232,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Croatia,Cameroon,2016,3,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Italy,Cameroon,2016,15,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Cyprus,Cameroon,2016,4,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Latvia,Cameroon,2016,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Lithuania,Cameroon,2016,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Luxembourg,Cameroon,2016,11,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Hungary,Cameroon,2016,4,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Malta,Cameroon,2016,2,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Netherlands,Cameroon,2016,6,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Austria,Cameroon,2016,2,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Poland,Cameroon,2016,7,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Portugal,Cameroon,2016,4,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Romania,Cameroon,2016,1,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Slovenia,Cameroon,2016,1,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Slovakia,Cameroon,2016,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Finland,Cameroon,2016,7,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Sweden,Cameroon,2016,12,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Iceland,Cameroon,2016,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Liechtenstein,Cameroon,2016,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Norway,Cameroon,2016,1,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Switzerland,Cameroon,2016,15,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
United Kingdom,Cameroon,2016,40,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Serbia,Cameroon,2016,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Belgium,Cameroon,2017,38,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Bulgaria,Cameroon,2017,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Czechia,Cameroon,2017,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Denmark,Cameroon,2017,18,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Germany,Cameroon,2017,108,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Estonia,Cameroon,2017,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Ireland,Cameroon,2017,6,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Greece,Cameroon,2017,1,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Spain,Cameroon,2017,92,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
France,Cameroon,2017,239,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Croatia,Cameroon,2017,1,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Italy,Cameroon,2017,9,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Cyprus,Cameroon,2017,3,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Latvia,Cameroon,2017,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Lithuania,Cameroon,2017,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Luxembourg,Cameroon,2017,15,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Hungary,Cameroon,2017,6,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Malta,Cameroon,2017,4,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Netherlands,Cameroon,2017,7,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Austria,Cameroon,2017,6,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Poland,Cameroon,2017,5,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Portugal,Cameroon,2017,6,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Romania,Cameroon,2017,2,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Slovenia,Cameroon,2017,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Slovakia,Cameroon,2017,5,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Finland,Cameroon,2017,16,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Sweden,Cameroon,2017,14,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Iceland,Cameroon,2017,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Liechtenstein,Cameroon,2017,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Norway,Cameroon,2017,4,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Switzerland,Cameroon,2017,15,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
United Kingdom,Cameroon,2017,29,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Serbia,Cameroon,2017,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Belgium,Cameroon,2018,55,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Bulgaria,Cameroon,2018,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Czechia,Cameroon,2018,5,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Denmark,Cameroon,2018,17,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Germany,Cameroon,2018,91,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Estonia,Cameroon,2018,1,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Ireland,Cameroon,2018,10,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Greece,Cameroon,2018,1,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Spain,Cameroon,2018,106,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
France,Cameroon,2018,336,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Croatia,Cameroon,2018,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Italy,Cameroon,2018,7,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Cyprus,Cameroon,2018,5,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Latvia,Cameroon,2018,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Lithuania,Cameroon,2018,1,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Luxembourg,Cameroon,2018,13,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Hungary,Cameroon,2018,4,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Malta,Cameroon,2018,4,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Netherlands,Cameroon,2018,16,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Austria,Cameroon,2018,5,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Poland,Cameroon,2018,28,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Portugal,Cameroon,2018,9,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Romania,Cameroon,2018,6,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Slovenia,Cameroon,2018,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Slovakia,Cameroon,2018,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Finland,Cameroon,2018,11,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Sweden,Cameroon,2018,16,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Iceland,Cameroon,2018,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Liechtenstein,Cameroon,2018,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Norway,Cameroon,2018,5,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Switzerland,Cameroon,2018,11,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
United Kingdom,Cameroon,2018,29,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Serbia,Cameroon,2018,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Belgium,Cameroon,2019,44,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Bulgaria,Cameroon,2019,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Czechia,Cameroon,2019,6,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Denmark,Cameroon,2019,5,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Germany,Cameroon,2019,154,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Estonia,Cameroon,2019,1,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Ireland,Cameroon,2019,7,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Greece,Cameroon,2019,2,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Spain,Cameroon,2019,136,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
France,Cameroon,2019,389,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Croatia,Cameroon,2019,6,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Italy,Cameroon,2019,7,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Cyprus,Cameroon,2019,4,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Latvia,Cameroon,2019,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Lithuania,Cameroon,2019,1,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Luxembourg,Cameroon,2019,20,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Hungary,Cameroon,2019,11,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Malta,Cameroon,2019,4,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Netherlands,Cameroon,2019,13,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Austria,Cameroon,2019,6,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Poland,Cameroon,2019,36,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Portugal,Cameroon,2019,9,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Romania,Cameroon,2019,14,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Slovenia,Cameroon,2019,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Slovakia,Cameroon,2019,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Finland,Cameroon,2019,14,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Sweden,Cameroon,2019,18,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Iceland,Cameroon,2019,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Liechtenstein,Cameroon,2019,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Norway,Cameroon,2019,3,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
Switzerland,Cameroon,2019,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
United Kingdom,Cameroon,2019,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,work,not_applicable
