destination_country,origin_country,year,value,source,dataset,measure_type,period,analysis_question,reason,sub_reason
Poland,Cameroon,2017,14,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Portugal,Cameroon,2017,4,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Romania,Cameroon,2017,9,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Slovenia,Cameroon,2017,3,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Slovakia,Cameroon,2017,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Finland,Cameroon,2017,69,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Sweden,Cameroon,2017,112,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Iceland,Cameroon,2017,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Liechtenstein,Cameroon,2017,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Norway,Cameroon,2017,15,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Switzerland,Cameroon,2017,115,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
United Kingdom,Cameroon,2017,241,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Serbia,Cameroon,2017,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Belgium,Cameroon,2018,732,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Bulgaria,Cameroon,2018,1,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Czechia,Cameroon,2018,7,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Denmark,Cameroon,2018,68,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Germany,Cameroon,2018,832,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Estonia,Cameroon,2018,1,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Ireland,Cameroon,2018,6,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Greece,Cameroon,2018,2,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Spain,Cameroon,2018,209,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
France,Cameroon,2018,2197,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Croatia,Cameroon,2018,1,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Italy,Cameroon,2018,434,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Cyprus,Cameroon,2018,8,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Latvia,Cameroon,2018,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Lithuania,Cameroon,2018,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Luxembourg,Cameroon,2018,102,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Hungary,Cameroon,2018,27,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Malta,Cameroon,2018,1,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Netherlands,Cameroon,2018,38,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Austria,Cameroon,2018,22,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Poland,Cameroon,2018,12,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Portugal,Cameroon,2018,21,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Romania,Cameroon,2018,7,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Slovenia,Cameroon,2018,2,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Slovakia,Cameroon,2018,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Finland,Cameroon,2018,55,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Sweden,Cameroon,2018,114,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Iceland,Cameroon,2018,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Liechtenstein,Cameroon,2018,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Norway,Cameroon,2018,20,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Switzerland,Cameroon,2018,122,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
United Kingdom,Cameroon,2018,281,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Serbia,Cameroon,2018,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Belgium,Cameroon,2019,790,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Bulgaria,Cameroon,2019,1,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Czechia,Cameroon,2019,7,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Denmark,Cameroon,2019,53,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Germany,Cameroon,2019,817,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Estonia,Cameroon,2019,6,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Ireland,Cameroon,2019,6,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Greece,Cameroon,2019,2,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Spain,Cameroon,2019,195,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
France,Cameroon,2019,2324,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Croatia,Cameroon,2019,3,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Italy,Cameroon,2019,279,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Cyprus,Cameroon,2019,23,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Latvia,Cameroon,2019,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Lithuania,Cameroon,2019,2,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Luxembourg,Cameroon,2019,78,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Hungary,Cameroon,2019,2,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Malta,Cameroon,2019,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Netherlands,Cameroon,2019,45,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Austria,Cameroon,2019,11,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Poland,Cameroon,2019,10,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Portugal,Cameroon,2019,17,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Romania,Cameroon,2019,12,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Slovenia,Cameroon,2019,3,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Slovakia,Cameroon,2019,1,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Finland,Cameroon,2019,63,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Sweden,Cameroon,2019,123,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Iceland,Cameroon,2019,2,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Liechtenstein,Cameroon,2019,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Norway,Cameroon,2019,13,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Switzerland,Cameroon,2019,113,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
United Kingdom,Cameroon,2019,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Serbia,Cameroon,2019,0,eurostat,eurostat_first_permits,permit,pre_covid,Q2_entry_reasons,family,not_applicable
Belgium,Cameroon,2020,765,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,family,not_applicable
Bulgaria,Cameroon,2020,0,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,family,not_applicable
Czechia,Cameroon,2020,7,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,family,not_applicable
Denmark,Cameroon,2020,64,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,family,not_applicable
Germany,Cameroon,2020,753,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,family,not_applicable
Estonia,Cameroon,2020,5,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,family,not_applicable
Ireland,Cameroon,2020,1,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,family,not_applicable
Greece,Cameroon,2020,4,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,family,not_applicable
Spain,Cameroon,2020,143,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,family,not_applicable
France,Cameroon,2020,2229,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,family,not_applicable
Croatia,Cameroon,2020,4,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,family,not_applicable
Italy,Cameroon,2020,175,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,family,not_applicable
Cyprus,Cameroon,2020,25,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,family,not_applicable
Latvia,Cameroon,2020,1,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,family,not_applicable
Lithuania,Cameroon,2020,0,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,family,not_applicable
Luxembourg,Cameroon,2020,66,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,family,not_applicable
Hungary,Cameroon,2020,3,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,family,not_applicable
Malta,Cameroon,2020,0,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,family,not_applicable
Netherlands,Cameroon,2020,45,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,family,not_applicable
Austria,Cameroon,2020,12,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,family,not_applicable
Poland,Cameroon,2020,6,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,family,not_applicable
Portugal,Cameroon,2020,13,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,family,not_applicable
Romania,Cameroon,2020,9,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,family,not_applicable
Slovenia,Cameroon,2020,2,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,family,not_applicable
Slovakia,Cameroon,2020,0,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,family,not_applicable
Finland,Cameroon,2020,80,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,family,not_applicable
Sweden,Cameroon,2020,95,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,family,not_applicable
Iceland,Cameroon,2020,2,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,family,not_applicable
Liechtenstein,Cameroon,2020,0,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,family,not_applicable
Norway,Cameroon,2020,6,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,family,not_applicable
Switzerland,Cameroon,2020,114,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,family,not_applicable
United Kingdom,Cameroon,2020,0,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,family,not_applicable
Serbia,Cameroon,2020,0,eurostat,eurostat_first_permits,permit,covid,Q2_entry_reasons,family,not_applicable
