destination_country,year,value,source,nature
Denmark,2021,17.0,oecd,worker_inflow
Canada,2015,384.0,oecd,worker_inflow
Canada,2016,480.0,oecd,worker_inflow
Canada,2017,570.0,oecd,worker_inflow
Canada,2018,625.0,oecd,worker_inflow
Switzerland,2015,165.0,oecd,citizenship_acquisition
Switzerland,2016,218.0,oecd,citizenship_acquisition
Switzerland,2017,209.0,oecd,citizenship_acquisition
Switzerland,2018,176.0,oecd,citizenship_acquisition
Switzerland,2019,149.0,oecd,citizenship_acquisition
Switzerland,2020,121.0,oecd,citizenship_acquisition
Switzerland,2021,113.0,oecd,citizenship_acquisition
Norway,2015,27.0,oecd,citizenship_acquisition
Norway,2016,38.0,oecd,citizenship_acquisition
Norway,2017,39.0,oecd,citizenship_acquisition
Norway,2018,15.0,oecd,citizenship_acquisition
Norway,2019,25.0,oecd,citizenship_acquisition
Norway,2020,15.0,oecd,citizenship_acquisition
Norway,2021,15.0,oecd,citizenship_acquisition
Poland,2015,0.0,oecd,seasonal_worker_inflow
Poland,2016,0.0,oecd,seasonal_worker_inflow
Poland,2017,0.0,oecd,seasonal_worker_inflow
Poland,2018,0.0,oecd,seasonal_worker_inflow
Poland,2019,0.0,oecd,seasonal_worker_inflow
Poland,2020,0.0,oecd,seasonal_worker_inflow
Poland,2021,0.0,oecd,seasonal_worker_inflow
Netherlands,2015,6.0,oecd,worker_inflow
Netherlands,2016,8.0,oecd,worker_inflow
Netherlands,2017,13.0,oecd,worker_inflow
Netherlands,2018,17.0,oecd,worker_inflow
Netherlands,2019,31.0,oecd,worker_inflow
Netherlands,2020,29.0,oecd,worker_inflow
Netherlands,2021,45.0,oecd,worker_inflow
Netherlands,2022,54.0,oecd,worker_inflow
Ireland,2015,1.0,oecd,worker_inflow
Ireland,2016,2.0,oecd,worker_inflow
Ireland,2017,8.0,oecd,worker_inflow
Ireland,2018,5.0,oecd,worker_inflow
Ireland,2019,3.0,oecd,worker_inflow
Ireland,2020,3.0,oecd,worker_inflow
Ireland,2021,3.0,oecd,worker_inflow
Portugal,2015,5,oecd,citizenship_acquisition
Portugal,2016,12,oecd,citizenship_acquisition
Luxembourg,2015,6,oecd,citizenship_acquisition
Luxembourg,2016,18,oecd,citizenship_acquisition
Luxembourg,2017,20,oecd,citizenship_acquisition
Luxembourg,2018,19,oecd,citizenship_acquisition
Luxembourg,2019,26,oecd,citizenship_acquisition
Luxembourg,2020,15,oecd,citizenship_acquisition
Luxembourg,2021,14,oecd,citizenship_acquisition
Australia,2016,3,oecd,worker_inflow
Australia,2017,3,oecd,worker_inflow
Australia,2018,3,oecd,worker_inflow
Australia,2019,3,oecd,worker_inflow
